CAMERA;(11.000000, -95.774956, 14.740001);(86.999999, 0.000000, 0.000000);(83.974423, 0.100000, 100.000000);(960, 540);(1.709229, 1.709229)
OBJECT;5;(0.000000, 0.000000, -10.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(-20.000000, 0.000000, 10.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(20.000000, 0.000000, 10.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(0.000000, 20.000000, 10.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(0.000000, 0.000000, 30.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(-20.000000, 0.000000, 30.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(20.000000, 0.000000, 30.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(-20.000000, 0.000000, -10.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(20.000000, 0.000000, -10.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(-40.000000, -20.000000, 10.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(-40.000000, -20.000000, 30.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(-40.000000, -20.000000, -10.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(40.000000, -20.000000, 10.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(40.000000, -20.000000, 30.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(40.000000, -20.000000, -10.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(-40.000000, -40.000000, 10.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(-40.000000, -40.000000, 30.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(-40.000000, -40.000000, -10.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(40.000000, -40.000000, 10.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(40.000000, -40.000000, 30.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(40.000000, -40.000000, -10.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(-40.000000, -60.000000, 10.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(-40.000000, -60.000000, 30.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(-40.000000, -60.000000, -10.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(40.000000, -60.000000, 10.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(40.000000, -60.000000, 30.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(40.000000, -60.000000, -10.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(20.000000, -20.000000, 50.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(20.000000, -40.000000, 50.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(20.000000, -60.000000, 50.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(0.000000, -20.000000, 50.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(0.000000, -40.000000, 50.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(0.000000, -60.000000, 50.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(-20.000000, -20.000000, 50.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(-20.000000, -40.000000, 50.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(-20.000000, -60.000000, 50.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(20.000000, -20.000000, -30.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(20.000000, -40.000000, -30.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(20.000000, -60.000000, -30.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(0.000000, -20.000000, -30.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(0.000000, -40.000000, -30.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(0.000000, -60.000000, -30.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(-20.000000, -20.000000, -30.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(-20.000000, -40.000000, -30.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;5;(-20.000000, -60.000000, -30.000000);(20.000000, 20.000000, 20.000000);(0.000000, 0.000000, 0.000000)
OBJECT;6;(10.000000, -3.000000, 19.000000);(4.899997, 4.899999, 4.900000);(0.000000, 0.000000, 0.000000)
